SK,Name,Planning_project_SK,Project_task_SK,Hourly_Rate
2303,Travel cost per hour,658,NULL,NULL
2304,PDM - Service Desk,708,NULL,NULL
2305,PDM - Development & Documentation,707,NULL,NULL
2306,PDM - Architectuur & Program Management,707,NULL,NULL
2307,Improve & Accelerate Services SPD,702,NULL,NULL
2308,Diensten,752,NULL,NULL
2309,Improve & Accelerate Services SCC,632,NULL,NULL
2310,Travel cost per hour,632,NULL,NULL
2311,Audit onsite,594,NULL,NULL
2312,Document opmaken,594,NULL,NULL
2313,Diensten,639,NULL,NULL
2314,Diensten,699,NULL,NULL
2315,Cloud Landing Zone & Regions,605,NULL,NULL
2316,Network-as-a-Service (SAVACO Datacenter/Atlas Local or Global/co-Managed IaaS),605,NULL,NULL
2317,Internet-as-a-Service (SAVACO Datacenter/Atlas Local or Global),605,NULL,NULL
2318,Perimeter Security-as-a-Service (SAVACO Datacenter/Atlas Local or Global),605,NULL,NULL
2319,Backup-as-a-Service (SAVACO Datacenter/Cloud Backup),605,NULL,NULL
2320,Infrastructure-as-a-Service (SAVACO Atlas Local & Global) - MOVE,605,NULL,NULL
2321,Datacenter Documentation,605,NULL,NULL
2322,Assistentie Application & Database services,605,NULL,NULL
2323,Diverse regieprestaties binnen project,605,NULL,NULL
2325,Installations C&I - 1 hour rate A : Expert Services & Project Management,734,NULL,NULL
2326,Installations C&I - 1 hour rate B : Standard Services,600,NULL,NULL
2327,Installations C&I - 1 hour rate A : Expert Services & Project Management,600,NULL,NULL
2328,FortiGate-200F Policy Migration Service,606,NULL,NULL
2329,Setup FortiManager & FortiAnalyzer,606,NULL,NULL
2330,Create baseline policy packages,606,NULL,NULL
2331,Setup segmentation firewalls,606,NULL,NULL
2332,Setup local internet breakouts,606,NULL,NULL
2333,Migrate routing,606,NULL,NULL
2334,Setup firewall clusters,606,NULL,NULL
2335,"Review Azure AD Connect, MFA, Conditional Access and Password Protection",606,NULL,NULL
2336,Follow-up on device onboarding and registration,606,NULL,NULL
2338,Run threat simulation and remediation exercices,606,NULL,NULL
2339,Analysis and report on vulnerability management,606,NULL,NULL
2340,Analysis and report on Secure Score,606,NULL,NULL
2341,Assistance onboarding servers,606,NULL,NULL
2342,Onboard Citrix farm,606,NULL,NULL
2343,Finetune server policies,606,NULL,NULL
2344,Service management : 2 days,606,NULL,NULL
2345,Improve & Accelerate : 12 days,606,NULL,NULL
2346,Help & Fix,773,NULL,NULL
2347,Maintain & Update outside Forfait,773,NULL,NULL
2348,Maintain & Update inside ATLAS Forfait,773,NULL,NULL
2349,Services Management outside Forfait,773,NULL,NULL
2350,Services Management inside ATLAS Forfait,773,NULL,NULL
2351,Smarrtis Forfait,773,NULL,NULL
2352,"Setup (meetings, add connectors, first followup)",601,NULL,NULL
2353,"Finetuning (alerts, custom queries, SOAR tweaking, etc)",601,NULL,NULL
2354,Werkuren standaard - klant met PreventionCare (schatting),607,NULL,NULL
2355,Opzetten van de tenant in Azure,607,NULL,NULL
2356,Basic opzet Server (4 servers),607,NULL,NULL
2357,"Configuratie naar RDS, DC, DB",607,NULL,NULL
2358,"Users, GPO's Printers",607,NULL,NULL
2359,Werkuren projectmanagement,607,NULL,NULL
2360,VPN-Ipsec tunnel,607,NULL,NULL
2361,Installatie applicaties on RDS,607,NULL,NULL
2362,Overzet data oude naar nieuwe server,607,NULL,NULL
2364,Oude server opkuisen en afsluiten,607,NULL,NULL
2365,Documentatie aanpassen en visio,607,NULL,NULL
2366,Nazorg,607,NULL,NULL
2367,Help & Fix,692,NULL,NULL
2368,Maintain & Update outside Forfait,692,NULL,NULL
2369,Maintain & Update inside Forfait,692,NULL,NULL
2370,Services Management,692,NULL,NULL
2371,Services Management inside Forfait,692,NULL,NULL
2372,Smarrtis Forfait,692,NULL,NULL
2373,PDM - Development & Documentation,737,NULL,NULL
2376,Inspire & Guide - People/User Vulnerability Assessment,691,NULL,NULL
2377,User Awareness - Classroom Training - for amount of users,691,NULL,NULL
2378,"DIA - Installatie, Configuratie, Documentatie, Development",592,NULL,NULL
2379,Diensten,679,NULL,NULL
2380,Customer engagement Kickstart,804,NULL,NULL
2381,"CES - Analyse, Project Management, Training",804,NULL,NULL
2382,Inspire & Guide - Internal Vulnerability Assessment,690,NULL,NULL
2383,Travel cost per hour,656,NULL,NULL
2384,Travel cost per hour,654,NULL,NULL
2385,Aanpassingen,612,NULL,NULL
2386,Perceel 2 - Infrastructuur Engineer Junior,613,NULL,NULL
2387,Perceel 2 - Infrastructuur Engineer Senior,613,NULL,NULL
2389,"SCC - Installatie, Configuratie, Documentatie, Development",651,NULL,NULL
2390,"SCC - Analyse, Project Management, Training",651,NULL,NULL
2391,werkuren floorwalking bij opstart,617,NULL,NULL
2392,werkuren opleiding end users via webinar (20 per webinar),617,NULL,NULL
2393,werkuren opleiding admin,617,NULL,NULL
2394,werkuren configuratie phone system,617,NULL,NULL
2395,werkuren project management,617,NULL,NULL
2396,Activatie KMOITC bij CM,673,NULL,NULL
2397,Cloud Firewall,673,NULL,NULL
2398,Basic opzet server(s),673,NULL,NULL
2399,configuratie DC,673,NULL,NULL
2400,Configuratie RDS Server,673,NULL,NULL
2401,Configuratie databaseserver,673,NULL,NULL
2402,Users aanmaken,673,NULL,NULL
2403,"GPO's, Shares and security groups",673,NULL,NULL
2404,Installatie printers,673,NULL,NULL
2405,Installatie applicaties on RDS,673,NULL,NULL
2407,Configuratie Local Firewall,673,NULL,NULL
2408,Connecteren van client,673,NULL,NULL
2409,Oude server opkuisen en afsluiten,673,NULL,NULL
2410,Documentatie aanpassen + visio,673,NULL,NULL
2411,Nazorg,673,NULL,NULL
2412,Reserve,673,NULL,NULL
2413,"Intake, planning, co?rdinatie & opvolging",673,NULL,NULL
2414,Ondersteuning HQ Farm - Installation & configuration Services SCC,709,NULL,NULL
2416,Software Installatie op hardware,717,NULL,NULL
2417,Aanpassen data captatie tussen machine (CR) en device,717,NULL,NULL
2418,Data Processing,717,NULL,NULL
2419,Aanpassen cloud API & Database,717,NULL,NULL
2420,Ondersteuning tijdens testen,717,NULL,NULL
2421,Diensten,681,NULL,NULL
2423,Travel cost per hour,649,NULL,NULL
2424,Backup (on-perm/co-Managed Public Cloud),688,NULL,NULL
2425,Servervirtualization,688,NULL,NULL
2426,Datacenter Documentation,688,NULL,NULL
2427,Disaster Recovery Services,688,NULL,NULL
2428,DR-verhaal,688,NULL,NULL
2429,Reserve,660,NULL,NULL
2430,Opzetten van de tenant in Azure,660,NULL,NULL
2431,Basic opzet server,660,NULL,NULL
2432,Configuratie naar DC,660,NULL,NULL
2433,Configuratie naar RDS server(s),660,NULL,NULL
2434,Werkuren projectmanagement - klant met PreventionCare (schatting),660,NULL,NULL
2435,Configuratie naar databaseserver,660,NULL,NULL
2436,Werkuren Conditional MFA O365 - klant met PreventionCare (schatting),660,NULL,NULL
2437,Werkuren Conditional MFA on AVD - klant met PreventionCare (schatting),660,NULL,NULL
2438,Werkuren begeleiding eindgebruikers / 4 gebruikers,660,NULL,NULL
2440,"GPO's, Shares and security groups",660,NULL,NULL
2441,VPN IP-sec tunnel opzetten,660,NULL,NULL
2442,Installatie printers,660,NULL,NULL
2443,Installatie applicaties on RDS,660,NULL,NULL
2445,Connecteren van client (per toestel),660,NULL,NULL
2449,Generic migration task,527,NULL,NULL
2450,Fase 1: Workshop kick-off,845,NULL,NULL
2451,Fase 2: Account setup,845,NULL,NULL
2452,Fase 3: Workshop 2 & 3: Service Catalog & standard request bepalen,845,NULL,NULL
2453,Fase 4: Account Populatie,845,NULL,NULL
2454,Fase 5: AD Integraties,845,NULL,NULL
2455,Fase 6: Acceptance testing,845,NULL,NULL
2456,Fase 7: Training,845,NULL,NULL
2457,Fase 8: Migratie naar productie,845,NULL,NULL
2458,Fase9: Go live support,845,NULL,NULL
2459,Consultancy,227,NULL,NULL
2460,Installations C&I - 1 hour rate B : Standard Services,719,NULL,NULL
2461,Rack & Physical Servers,669,NULL,NULL
2462,"Powerdistribution, monitoring & -management",669,NULL,NULL
2463,Dedicated/custom Networkinfrastructure,669,NULL,NULL
2464,Primary block-based storage - SAN,669,NULL,NULL
2465,Primary file-based storage - NAS,669,NULL,NULL
2466,Backup (on-perm/co-Managed Public Cloud),669,NULL,NULL
2467,Servervirtualization,669,NULL,NULL
2468,Datacenter Documentation,669,NULL,NULL
2469,Core infrastructure services (dedicated),669,NULL,NULL
2471,Monitoring & Management tools & services,669,NULL,NULL
2472,Disaster Recovery Services,669,NULL,NULL
2473,Diverse regieprestaties binnen project,669,NULL,NULL
2474,Project Management,669,NULL,NULL
2475,Travel costs per hour,669,NULL,NULL
2476,HP Care Pack Installation Services,669,NULL,NULL
2477,Diensten,641,NULL,NULL
2478,Diensten,641,NULL,NULL
2479,Diensten,675,NULL,NULL
2480,Communicate-as-a-Service (Public Cloud/MS Office 365/GFI),670,NULL,NULL
2481,Communicate services (dedicated),670,NULL,NULL
2482,Assistentie Application & Database services,670,NULL,NULL
2483,Diverse regieprestaties binnen project,670,NULL,NULL
2484,Exchange Online migratie,670,NULL,NULL
2485,Service Management SPD including 2 onsite visits/year,723,NULL,NULL
2486,Improve & Accelerate Services SPD,723,NULL,NULL
2487,Improve & Accelerate Consulting (workshops),723,NULL,NULL
2488,Improve & Accelerate Consulting & Project Management SPD,723,NULL,NULL
2489,Diensten,677,NULL,NULL
2490,Diensten,753,NULL,NULL
2491,Diensten,676,NULL,NULL
2492,Installations C&I - 1 hour rate C : Basic Services,646,NULL,NULL
2493,Setup endpoint manager - Intune,671,NULL,NULL
2494,Setup EDR oplossing,671,NULL,NULL
2495,Enroll domain computers in Endpoint Manager,671,NULL,NULL
2496,Setup Defender for Business,671,NULL,NULL
2497,Assist with client Migration,671,NULL,NULL
2498,Migrate servers,671,NULL,NULL
2499,Basic setup of MS Endpoint Manager,671,NULL,NULL
2500,Diensten,682,NULL,NULL
2501,Installations C&I - 1 hour rate B : Standard Services,647,NULL,NULL
2502,Activatie KMOITC bij CM,674,NULL,NULL
2503,Cloud Firewall,674,NULL,NULL
2504,Basic opzet server(s),674,NULL,NULL
2505,configuratie DC,674,NULL,NULL
2506,Configuratie RDS Server,674,NULL,NULL
2507,Configuratie databaseserver,674,NULL,NULL
2508,Users aanmaken,674,NULL,NULL
2509,"GPO's, Shares and security groups",674,NULL,NULL
2510,Installatie printers,674,NULL,NULL
2511,Installatie applicaties on RDS,674,NULL,NULL
2513,Connecteren van client,674,NULL,NULL
2514,Oude server opkuisen en afsluiten,674,NULL,NULL
2515,Documentatie aanpassen + visio,674,NULL,NULL
2516,Nazorg,674,NULL,NULL
2517,Reserve,674,NULL,NULL
2518,"Intake, planning, co?rdinatie & opvolging",674,NULL,NULL
2519,Travel cost per hour,657,NULL,NULL
2520,EVOS Permit to Work - improve & accelerate 2023,640,NULL,NULL
2521,EVOS Partner Portal - improve & accelerate 2023,640,NULL,NULL
2522,EVOS PRA - improve & accelerate 2023,640,NULL,NULL
2523,Installations C&I - 1 hour rate B : Standard Services,652,NULL,NULL
2524,"Verwijderen van oude kabels, analyse van bestaande patching en herkablering van dataracks",685,NULL,NULL
2525,Travel cost per hour,655,NULL,NULL
2526,Enroll domain computers in Endpoint Manager,662,NULL,NULL
2527,Setup Defender for Business,662,NULL,NULL
2528,Assist with client Migration,662,NULL,NULL
2529,Setup baseline Intune Device Configuration Policy,662,NULL,NULL
2530,Setup AutoPilot,662,NULL,NULL
2531,Knowledge transfer,662,NULL,NULL
2532,Improve & Accelerate Services SCC,662,NULL,NULL
2533,Werkuren standaard - klant zonder prevention,686,NULL,NULL
2534,Werkuren standaard - klant met prevention,683,NULL,NULL
2535,Installations C&I - 1 hour rate C : Basic Services,701,NULL,NULL
2536,Email signature,703,NULL,NULL
2537,Installations C&I - 1 hour rate B : Standard Services,695,NULL,NULL
2538,"Setup, configuratie en finetuning",693,NULL,NULL
2539,Help & Fix,762,NULL,NULL
2540,Services Management,762,NULL,NULL
2541,Kick-off planning migratie,697,NULL,NULL
2542,estimatie werkuren configuratie Phone System,697,NULL,NULL
2543,eindgebruikers opleiding ( 2 uur  per 15 peronen),697,NULL,NULL
2544,werkuren admin opleiding,697,NULL,NULL
2545,Floorwalking bij de opstart,697,NULL,NULL
2546,Voorbereiding / kick off /data collectie,696,NULL,NULL
2547,Configuratie / setup phone system licnetie,696,NULL,NULL
2548,opleiding eind gebruikers en admin,696,NULL,NULL
2549,Floorwalking bij opstart,696,NULL,NULL
2550,Project Management,696,NULL,NULL
2551,Analyse,706,NULL,NULL
2552,Setup digital reception app,706,NULL,NULL
2553,Installation App on tablet in kiosk mode,706,NULL,NULL
2554,Project Management,706,NULL,NULL
2555,Documentation,706,NULL,NULL
2556,Improve & Accelerate Consulting en Project Management DIA,760,NULL,NULL
2557,Installations C&I - 1 hour rate B : Standard Services,687,NULL,NULL
2558,Werkuren standaard - klant zonder prevention,698,NULL,NULL
2559,Installations C&I - 1 hour rate C : Basic Services - in regie,786,NULL,NULL
2560,Installations C&I - 1 hour rate B : Standard Services,720,NULL,NULL
2561,Werkuren standaard - klant met prevention,725,NULL,NULL
2562,Diensten,751,NULL,NULL
2563,Installations C&I - 1 hour rate A : Expert Services & Project Management,718,NULL,NULL
2564,werkuren klant met prevention,705,NULL,NULL
2565,Azure AD Connect,710,NULL,NULL
2566,DHCP en DNS rollen overzetten van oude servers,710,NULL,NULL
2567,Activeren MFA,710,NULL,NULL
2568,Activeren conditional access,710,NULL,NULL
2569,Begeleiding gebruikers (9 gebruikers),710,NULL,NULL
2570,"Rollen (DHCP, DNS) over te zetten van hun oude servers",710,NULL,NULL
2571,Improve & Accelerate Onsite DPO,729,NULL,NULL
2572,Improve & Accelerate Onsite IDB,729,NULL,NULL
2573,Improve & Accelerate remote IDB + DPO,729,NULL,NULL
2574,Improve & Accelerate Service management,729,NULL,NULL
2575,App Development,716,NULL,NULL
2576,Estimatie Installatie Back-up O365,726,NULL,NULL
2577,CAD - Aanpassen titelhoek,774,NULL,NULL
2578,CAD - Aanpassingen SheetMetal,774,NULL,NULL
2579,CAD - Printinstellingen,774,NULL,NULL
2580,CAD - User assistance,774,NULL,NULL
2581,SCC - Analyse,747,NULL,NULL
2582,"SCC - Installatie, Configuratie, Documentatie, Development",747,NULL,NULL
2583,"SCC - Installatie, Configuratie, Documentatie, Development",747,NULL,NULL
2584,"SCC - Installatie, Configuratie, Documentatie, Development",747,NULL,NULL
2585,SCC - Project Management,747,NULL,NULL
2586,SCC - Training,747,NULL,NULL
2587,SCC - Analyse,747,NULL,NULL
2588,SCC - Opzetten Projectlijst + automatische provisioning,747,NULL,NULL
2589,SCC - Migratie mailfolders,747,NULL,NULL
2590,SCC - Migratie dropboxdata,747,NULL,NULL
2592,SCC - Training,747,NULL,NULL
2593,Diensten,754,NULL,NULL
2594,Rackmontage,740,NULL,NULL
2595,Netwerk,740,NULL,NULL
2596,"Store, compute en back-up",740,NULL,NULL
2597,Core,740,NULL,NULL
2598,Rack & Physical Servers,740,NULL,NULL
2599,"Powerdistribution, monitoring & -management",740,NULL,NULL
2600,Dedicated/custom Networkinfrastructure,740,NULL,NULL
2601,Primary block-based storage - SAN,740,NULL,NULL
2602,Primary file-based storage - NAS,740,NULL,NULL
2603,Backup (on-perm/co-Managed Public Cloud),740,NULL,NULL
2604,Servervirtualization,740,NULL,NULL
2605,Datacenter Documentation,740,NULL,NULL
2606,Core infrastructure services (dedicated),740,NULL,NULL
2607,Monitoring & Management tools & services,740,NULL,NULL
2608,Diverse regieprestaties binnen project,740,NULL,NULL
2609,Servervirtualization,748,NULL,NULL
2610,Datacenter Documentation,748,NULL,NULL
2611,Communicate-as-a-Service (Public Cloud/MS Office 365/GFI),748,NULL,NULL
2612,Communicate services (dedicated),748,NULL,NULL
2613,Workplace virtualisation services (dedicated : on-prem/co-Managed Public Cloud),748,NULL,NULL
2614,Diverse regieprestaties binnen project,748,NULL,NULL
2615,O365 migratie & exchange online,748,NULL,NULL
2616,Review setup of Azure AD Connect and MFA,739,NULL,NULL
2617,"Setup Conditional Access, Password Protection and Self-Service Password Reset",739,NULL,NULL
2618,Enroll domain computers in Endpoint Manager,739,NULL,NULL
2619,Setup Defender for Endpoint,739,NULL,NULL
2620,Setup Defender for Office 365,739,NULL,NULL
2621,Review vulnerability management and secure score,739,NULL,NULL
2622,Threat simulations and knowledge transfer,739,NULL,NULL
2623,MS365 security,739,NULL,NULL
2624,MS Defender for Endpoint,739,NULL,NULL
2625,Werkuren standaard - klant met prevention,769,NULL,NULL
2626,Help & Fix,801,NULL,NULL
2627,Maintain & Update outside Forfait,801,NULL,NULL
2628,Maintain & Update inside Forfait,801,NULL,NULL
2629,Services Management,801,NULL,NULL
2630,Services Management inside Forfait,801,NULL,NULL
2631,Smarrtis Forfait,801,NULL,NULL
2632,Installations C&I - 1 hour rate B : Standard Services,724,NULL,NULL
2633,Werkuren standaard - klant zonder PreventionCare (schatting),733,NULL,NULL
2634,A&I Improve & Accelerate diensten SCC - Deme Offshore - QSHE,732,NULL,NULL
2635,Improve & Accelerate Services SCC - extra services,732,NULL,NULL
2636,A&I Improve & Accelerate diensten SCC - Deme-Group ? QSHE,732,NULL,NULL
2637,Improve & Accelerate Services SCC - extra services,732,NULL,NULL
2638,MFA voor M365 en cloudserver,731,NULL,NULL
2639,Begeleiding eindgebruikers,731,NULL,NULL
2640,Werkuren projectmanagement,731,NULL,NULL
2641,Werkuren standaard - klant met prevention,731,NULL,NULL
2642,"Azure AD Connect, opzetten MFA, activeren conditional access",735,NULL,NULL
2643,"begeleiden gebruikers per gebruiker/toestel (15"" per gebruiker)",735,NULL,NULL
2644,Werkuren standaard - klant met prevention,780,NULL,NULL
2645,FortiGate-100F Policy Migration Service,767,NULL,NULL
2646,Migrate firewall,767,NULL,NULL
2647,Migrate routing,767,NULL,NULL
2648,Forticlient setup,767,NULL,NULL
2649,Security Gateways vernieuwing + EDR,767,NULL,NULL
2650,Azure AD Connect,730,NULL,NULL
2651,Activeren MFA,730,NULL,NULL
2652,Activeren conditional access,730,NULL,NULL
2653,"Begeleiding gebruikers (15 gebruikers, 0,25 per gebruiker)",730,NULL,NULL
2654,Eenmalige / eerste security audit,730,NULL,NULL
2655,Installations C&I - 1 hour rate B : Standard Services,772,NULL,NULL
2656,DIA - Analyse,783,NULL,NULL
2657,Microsoft 365 Services,743,NULL,NULL
2658,Project Management,743,NULL,NULL
2659,Werkuren standaard - klant met prevention,759,NULL,NULL
2660,Diensten,759,NULL,NULL
2661,Installations C&I - 1 hour rate C : Basic Services - in regie,765,NULL,NULL
2662,Diensten,755,NULL,NULL
2663,Uitwerken workflows in 4me,746,NULL,NULL
2664,Installations C&I - 1 hour rate A : Expert Services & Project Management,807,NULL,NULL
2665,Diensten,758,NULL,NULL
2666,Diensten,795,NULL,NULL
2667,Diensten,825,NULL,NULL
2668,Werkuren standaard - klant zonder PreventionCare (schatting),790,NULL,NULL
2669,Werkuren standaard - klant met prevention,766,NULL,NULL
2670,Configuratie volgens afspraken,768,NULL,NULL
2671,voorbereiding begeleiding endgebruikers,768,NULL,NULL
2672,Werkuren projectmanagement,768,NULL,NULL
2673,Opzet on boarding,768,NULL,NULL
2674,Opzet Auto pilot,768,NULL,NULL
2675,Windows Update,768,NULL,NULL
2676,Mobile devices (opties),768,NULL,NULL
2677,Werkuren projectmanagement,768,NULL,NULL
2678,Help & Fix,794,NULL,NULL
2679,Maintain & Update outside Forfait,794,NULL,NULL
2680,Maintain & Update inside Forfait,794,NULL,NULL
2681,Services Management,794,NULL,NULL
2682,Services Management inside Forfait,794,NULL,NULL
2683,Smarrtis Forfait,794,NULL,NULL
2684,Technology Expert,794,NULL,NULL
2685,Eenmalige / eerste security audit,777,NULL,NULL
2686,Installations Crowdstrike bij COZIE,776,NULL,NULL
2687,"CES - Analyse, Project Management, Training",805,NULL,NULL
2688,"CES - Installatie, Configuratie, Documentatie, Development",805,NULL,NULL
2689,Netwerk diensten,771,NULL,NULL
2690,FortiGate-60F Policy Migration Service,822,NULL,NULL
2691,Perimeter Security (private on-premise of co-managed Azure IaaS),822,NULL,NULL
2692,Activatiekost: PreventionCare installeren en activeren (werkuren),781,NULL,NULL
2693,Werkuren standaard - klant met PreventionCare (schatting),781,NULL,NULL
2694,Installations C&I - 1 hour rate B : Standard Services,800,NULL,NULL
2695,Werkuren standaard - klant met prevention,791,NULL,NULL
2696,Uprade Veeam + installatie 0365,796,NULL,NULL
2697,Werkuren standaard - klant zonder prevention,775,NULL,NULL
2698,Werkuren standaard - klant met prevention,789,NULL,NULL
2699,Werkuren standaard - klant met prevention,788,NULL,NULL
2700,Installations C&I - 1 hour rate C : Basic Services - in regie,784,NULL,NULL
2701,Project Management,816,NULL,NULL
2702,Out-of-Scope,816,NULL,NULL
2703,Identity Management,816,NULL,NULL
2704,Networking & Security,816,NULL,NULL
2705,LB365,816,NULL,NULL
2706,Application Hosting Landscape - Hybrid Cloud - Application Integration,816,NULL,NULL
2707,Costing & Governance,816,NULL,NULL
2708,Document Management,816,NULL,NULL
2709,Collaboration - Teams,816,NULL,NULL
2710,Datawarehouse,816,NULL,NULL
2712,aanpassingen Teams en Voice setup,787,NULL,NULL
2713,Consultancy rond Teams governance,818,NULL,NULL
2714,Opzetten van de tenant in Azure,793,NULL,NULL
2715,Basic opzet server(s),793,NULL,NULL
2716,Configuratie naar DC,793,NULL,NULL
2717,Configuratie naar RDS server(s),793,NULL,NULL
2718,Configuratie naar databaseserver/management server,793,NULL,NULL
2719,Users aanmaken,793,NULL,NULL
2720,Azure AD Connect,793,NULL,NULL
2721,"GPO's, Shares and security groups",793,NULL,NULL
2722,VPN IP-sec tunnel opzetten,793,NULL,NULL
2723,Installatie printers,793,NULL,NULL
2725,Overzet data oude naar nieuwe server,793,NULL,NULL
2726,Connecteren van client,793,NULL,NULL
2727,Documentatie aanpassen + visio,793,NULL,NULL
2728,Nazorg,793,NULL,NULL
2729,AccessCare onsite,793,NULL,NULL
2730,Reserve,793,NULL,NULL
2731,"Intake, planning, co?rdinatie & opvolging",793,NULL,NULL
2732,Project Management,809,NULL,NULL
2733,Config Ontdubbelde InstantOn switches  + routering op 60F firewall  connectie naar Edge switches  Inst,809,NULL,NULL
2734,UPS test buiten kantooruren,809,NULL,NULL
2735,Netwerk,809,NULL,NULL
2736,Werkuren standaard - klant met PreventionCare (schatting),792,NULL,NULL
2737,Temps de travail standard - client sans pr?vention,803,NULL,NULL
2738,Rack & Physical Servers,808,NULL,NULL
2739,"Powerdistribution, monitoring & -management",808,NULL,NULL
2740,Dedicated/custom Networkinfrastructure,808,NULL,NULL
2741,Perimeter Security (private on-premise of co-managed Azure IaaS),808,NULL,NULL
2742,Backup (on-perm/co-Managed Public Cloud),808,NULL,NULL
2743,Servervirtualization,808,NULL,NULL
2744,Datacenter Documentation,808,NULL,NULL
2745,Core infrastructure services (dedicated),808,NULL,NULL
2746,Assistentie Application & Database services,808,NULL,NULL
2747,Microsoft 365 Services,808,NULL,NULL
2749,Project Management,808,NULL,NULL
2750,Werkuren standaard - klant met PreventionCare (in regie - schatting),797,NULL,NULL
2751,Werkuren standaard - klant met PreventionCare (schatting),802,NULL,NULL
2752,estimatie re-enrollement  PC's locatie Nivelles,799,NULL,NULL
2753,estimatie re-enrollement  PC's locatie Hertsal,799,NULL,NULL
2754,estimatie re-enrollement  PC's locatie Vorst (+ docking Nivelles),799,NULL,NULL
2755,estimatie re-enrollement  PC's locatie Nivelles,799,NULL,NULL
2756,audit server Vorst voor estimatie werk migrtaie naar Sharepoint,799,NULL,NULL
2757,Werkuren standaard - klant zonder PreventionCare (in regie - schatting),812,NULL,NULL
2758,Installations C&I - 1 hour rate C : Basic Services - in regie,819,NULL,NULL
2759,Azure AD Connect,826,NULL,NULL
2760,Activeren MFA,826,NULL,NULL
2761,Activeren conditional access,826,NULL,NULL
2762,"Begeleiding gebruikers (14 gebruikers, 0,25 per gebruiker)",826,NULL,NULL
2763,AD integration for windchill,820,NULL,NULL
2765,Project Management,811,NULL,NULL
2766,Microsoft 365 Services,811,NULL,NULL
2767,Werkuren standaard - klant met prevention,823,NULL,NULL
2768,Werkuren standaard - klant met prevention,810,NULL,NULL
2769,Installations C&I - 1 hour rate B : Standard Services,821,NULL,NULL
2770,Installations C&I - 1 hour rate B : Standard Services,821,NULL,NULL
2771,Microsoft 365 Services,813,NULL,NULL
2772,Diverse regieprestaties binnen project,813,NULL,NULL
2773,Project Management,813,NULL,NULL
2774,Installations C&I - 1 hour rate B : Security services,815,NULL,NULL
2775,Installations C&I - 1 hour rate B : Opvolging,815,NULL,NULL
2776,werkuren,817,NULL,NULL
2777,Diensten,824,NULL,NULL
2778,Test upgrade,678,NULL,NULL
2779,Install Windchill 12 on Test server,678,NULL,NULL
2780,Test upgrade,678,NULL,NULL
2781,Rehearsal Upgrade (optional),678,NULL,NULL
2782,Production upgrade,678,NULL,NULL
2783,Diensten,455,NULL,NULL
2784,Trixie Baby - Customer Engagement remediation,806,NULL,NULL
2785,Test upgrade,704,NULL,NULL
2786,Test Upgrade - Project Management,704,NULL,NULL
2787,Rehearsal upgrade,704,NULL,NULL
2788,Rehearsal Upgrade - Project Management,704,NULL,NULL
2789,Production upgrade,704,NULL,NULL
2790,Production Upgrade - Project Management,704,NULL,NULL
2791,Customizations,704,NULL,NULL
2792,Thingworx Navigate upgrade,704,NULL,NULL
2793,Private Course windchill 11.0 to 12.1,704,NULL,NULL
2794,remote workplace support,5,NULL,NULL
2795,project services voor service managers,5,NULL,NULL
2796,Deurbel/Parlofoon kantoor kortrijk,5,NULL,NULL
2797,Sync users vanuit 4me naar CRM,5,NULL,NULL
2798,automatiseren van renewals,5,NULL,NULL
2799,toevoegen van savaco One pricelist quotation,5,NULL,NULL
2800,aanpassen macro SM check voor forfait contracten,5,NULL,NULL
2801,integratie ionbiz,5,NULL,NULL
2802,Info 2000 aanpassingen,5,NULL,NULL
2803,testen maken renewals vanuit quotation,5,NULL,NULL
2804,desactiveren van een account in CRM (verwijderen van child accounts),5,NULL,NULL
2805,4me integraties,5,NULL,NULL
2806,time entries op non billable zetten,5,NULL,NULL
2807,publish code quotation spreadsheet,5,NULL,NULL
2808,4me api aanpassingen,5,NULL,NULL
2809,Blocked for small tasks,5,NULL,NULL
2810,bijhouden uren van medewerkers uit netsuite,5,NULL,NULL
2811,HPE Automation Tool,5,NULL,NULL
2812,CRM aanpassingen,5,NULL,NULL
2813,ISMS & QMS,5,NULL,NULL
2814,PLM overleg,217,NULL,NULL
2815,Buffer 2022,360,NULL,NULL
2816,Buffer 2023,360,NULL,NULL
2817,Buffer,626,NULL,NULL
2818,_ DO NOT ADD OTHER TASKS !!! _,626,NULL,NULL
2819,Buffer,627,NULL,NULL
2820,_ DO NOT ADD OTHER TASKS !!! _,627,NULL,NULL
2821,Care & control 2022,170,NULL,NULL
2822,Care & control 2023,170,NULL,NULL
2833,Installatie laptop Jochen Dekeyser,124,NULL,NULL
2835,Installatie laptop Sam Devoldere,124,NULL,NULL
2836,Installatie laptop Thibault Dewitte,124,NULL,NULL
2837,Installatie laptop Simon Allais,124,NULL,NULL
2841,Blocked voor meetings,213,NULL,NULL
2842,Blocked for Team Meeting 16/12,213,NULL,NULL
2843,ISO Audits,357,NULL,NULL
2844,Blocked for Team Meeting 17/3,357,NULL,NULL
2845,Blocked for Team Meeting 9/6,357,NULL,NULL
2846,Product Research,6,NULL,NULL
2847,Knowledge Sessions,6,NULL,NULL
2848,Savaco PowerPlatform,6,NULL,NULL
2849,Savaco Certificates,6,NULL,NULL
2850,Blocked PM - TL,6,NULL,NULL
2851,Digitaal onthaal Powerapp/Flow,6,NULL,NULL
2852,Bike-Lunch app Kianda,6,NULL,NULL
