SK,Date_SK,Planning_Resource_SK,Type,PlannedHours,BillableHours,Planning_Project_SK,Planning_Project_Task_SK,Planning_Department_SK
17652,20230510,55,Approved,8,8,514,3030,16
17719,20230511,55,Approved,8,8,514,3030,16
17800,20230512,60,Approved,8,8,514,3030,3
17887,20230515,60,Approved,8,8,514,3030,3
17950,20230516,60,Approved,8,8,514,3030,3
18214,20230524,55,Approved,8,8,514,3030,16
18281,20230525,55,Approved,8,8,514,3030,16
18405,20230526,66,Approved,8,8,514,3030,4
18553,20230530,66,Approved,8,8,514,3030,4
18888,20230607,55,Approved,8,8,514,3030,16
18952,20230608,55,Approved,8,8,514,3030,16
19160,20230612,66,Approved,8,8,514,3030,4
19219,20230613,66,Approved,8,8,514,3030,4
19557,20230621,55,Approved,8,8,514,3030,16
19617,20230622,55,Approved,8,8,514,3030,16
19705,20230623,66,Approved,8,8,514,3030,4
19784,20230626,66,Approved,8,8,514,3030,4
19842,20230627,66,Approved,8,8,514,3030,4
20250,20230707,60,Approved,8,8,514,3030,3
20330,20230710,60,Approved,8,8,514,3030,3
20384,20230711,60,Approved,8,8,514,3030,3
20412,20230712,15,Approved,8,8,514,3030,2
20459,20230713,15,Approved,8,8,514,3030,2
20507,20230714,15,Approved,8,8,514,3030,2
20560,20230717,66,Approved,8,8,514,3030,4
20605,20230718,66,Approved,8,8,514,3030,4
20655,20230719,66,Approved,8,8,514,3030,4
20697,20230720,66,Approved,8,8,514,3030,4
8694,20230102,82,Approved,8,8,514,3034,12
8774,20230103,82,Approved,8,8,514,3034,12
8819,20230104,16,Approved,8,8,514,3032,2
8854,20230104,68,Approved,8,8,514,3034,4
8907,20230105,16,Approved,8,8,514,3032,2
8939,20230105,68,Approved,8,8,514,3034,4
9028,20230106,82,Approved,8,8,514,3034,12
9228,20230110,81,Approved,8,8,514,3034,12
9457,20230112,81,Approved,8,8,514,3034,12
9557,20230113,81,Approved,8,8,514,3034,12
9896,20230118,82,Approved,8,8,514,3034,12
10000,20230119,82,Approved,8,8,514,3034,12
10093,20230120,82,Approved,8,8,514,3034,12
10227,20230123,143,Approved,8,8,514,3033,12
10303,20230124,81,Approved,8,8,514,3034,12
10343,20230124,143,Approved,8,8,514,3033,12
10527,20230126,68,Approved,8,8,514,3034,4
10571,20230126,143,Approved,8,8,514,3033,12
10637,20230127,82,Approved,8,8,514,3034,12
10733,20230130,82,Approved,8,8,514,3034,12
10852,20230131,82,Approved,8,8,514,3034,12
10975,20230201,82,Approved,8,8,514,3034,12
11099,20230202,82,Approved,8,8,514,3034,12
11251,20230203,82,Approved,8,8,514,3034,12
13550,20230302,82,Approved,8,8,514,3034,12
14590,20230316,81,Approved,8,8,514,3034,12
20499,20230713,143,Approved,8,8,514,3032,12
8689,20230102,73,Approved,8,8,514,3030,7
8768,20230103,73,Approved,8,8,514,3030,7
9284,20230110,165,Approved,8,8,514,3035,7
9338,20230111,73,Approved,8,8,514,3030,7
9396,20230111,165,Approved,8,8,514,3035,7
9450,20230112,73,Approved,8,8,514,3030,7
9551,20230113,73,Approved,8,8,514,3030,7
9602,20230113,165,Approved,8,8,514,3035,7
9657,20230116,73,Approved,8,8,514,3030,7
9993,20230119,73,Approved,8,8,514,3030,7
10727,20230130,73,Approved,8,8,514,3030,7
10846,20230131,73,Approved,8,8,514,3030,7
11621,20230208,73,Approved,8,8,514,3030,7
11736,20230209,73,Approved,8,8,514,3030,7
11794,20230209,165,Approved,8,8,514,3035,7
11845,20230210,73,Approved,8,8,514,3030,7
11950,20230213,73,Approved,8,8,514,3030,7
12075,20230214,73,Approved,8,8,514,3030,7
12319,20230216,73,Approved,8,8,514,3030,7
12980,20230223,73,Approved,8,8,514,3030,7
13185,20230227,73,Approved,8,8,514,3030,7
13305,20230228,73,Approved,8,8,514,3030,7
13426,20230301,73,Approved,8,8,514,3030,7
13675,20230303,73,Approved,8,8,514,3030,7
13958,20230307,165,Approved,8,8,514,3035,7
14020,20230308,73,Approved,8,8,514,3030,7
14065,20230308,165,Approved,8,8,514,3035,7
14122,20230309,73,Approved,8,8,514,3030,7
14163,20230309,165,Approved,8,8,514,3035,7
14205,20230310,73,Approved,8,8,514,3030,7
14243,20230310,165,Approved,8,8,514,3035,7
14295,20230313,73,Approved,8,8,514,3030,7
14395,20230314,73,Approved,8,8,514,3030,7
15340,20230327,73,Approved,8,8,514,3030,7
15428,20230328,73,Approved,8,8,514,3030,7
15963,20230404,165,Approved,8,8,514,3035,7
16041,20230405,165,Approved,8,8,514,3035,7
16111,20230406,165,Approved,8,8,514,3035,7
16155,20230407,165,Approved,8,8,514,3035,7
16889,20230424,73,Approved,8,8,514,3030,7
16959,20230425,73,Approved,8,8,514,3030,7
17344,20230503,73,Approved,8,8,514,3030,7
17372,20230503,165,Approved,8,8,514,3035,7
17413,20230504,73,Approved,8,8,514,3030,7
17438,20230504,165,Approved,8,8,514,3035,7
17459,20230505,73,Approved,8,8,514,3030,7
17480,20230505,165,Approved,8,8,514,3035,7
17518,20230508,73,Approved,8,8,514,3030,7
17593,20230509,73,Approved,8,8,514,3030,7
18022,20230517,73,Approved,8,8,514,3030,7
18096,20230522,73,Approved,8,8,514,3030,7
18159,20230523,73,Approved,8,8,514,3030,7
18192,20230523,165,Approved,8,8,514,3035,7
18255,20230524,165,Approved,8,8,514,3035,7
18320,20230525,165,Approved,8,8,514,3035,7
18507,20230526,165,Approved,8,8,514,3035,7
18621,20230531,73,Approved,8,8,514,3030,7
18681,20230601,73,Approved,8,8,514,3030,7
18725,20230602,73,Approved,8,8,514,3030,7
18775,20230605,73,Approved,8,8,514,3030,7
18838,20230606,73,Approved,8,8,514,3030,7
19066,20230609,73,Approved,8,8,514,3030,7
19285,20230614,73,Approved,8,8,514,3030,7
19344,20230615,73,Approved,8,8,514,3030,7
19389,20230616,73,Approved,8,8,514,3030,7
19441,20230619,73,Approved,8,8,514,3030,7
19502,20230620,73,Approved,8,8,514,3030,7
19902,20230628,73,Approved,8,8,514,3030,7
19956,20230629,73,Approved,8,8,514,3030,7
19996,20230630,73,Approved,8,8,514,3030,7
20045,20230703,73,Approved,8,8,514,3030,7
20093,20230704,73,Approved,8,8,514,3030,7
20137,20230705,73,Approved,8,8,514,3030,7
20185,20230706,73,Approved,8,8,514,3030,7
20408,20230711,165,Approved,8,8,514,3035,7
20455,20230712,165,Approved,8,8,514,3035,7
20504,20230713,165,Approved,8,8,514,3035,7
20534,20230714,165,Approved,8,8,514,3035,7
11429,20230206,154,Approved,8,8,514,3034,7
11552,20230207,160,Approved,8,8,514,3034,7
11670,20230208,154,Approved,8,8,514,3034,7
11784,20230209,154,Approved,8,8,514,3034,7
11887,20230210,154,Approved,8,8,514,3034,7
12003,20230213,155,Approved,8,8,514,3034,7
12134,20230214,165,Approved,8,8,514,3034,7
12254,20230215,165,Approved,8,8,514,3034,7
12374,20230216,165,Approved,8,8,514,3034,7
12587,20230217,165,Approved,8,8,514,3034,7
12653,20230220,76,Approved,8,8,514,3034,7
12770,20230221,76,Approved,8,8,514,3034,7
12883,20230222,76,Approved,8,8,514,3034,7
12982,20230223,76,Approved,8,8,514,3034,7
13239,20230227,160,Approved,8,8,514,3034,7
13359,20230228,155,Approved,8,8,514,3034,7
13478,20230301,165,Approved,8,8,514,3034,7
13733,20230303,156,Approved,8,8,514,3034,7
13846,20230306,160,Approved,8,8,514,3034,7
13954,20230307,160,Approved,8,8,514,3034,7
14057,20230308,155,Approved,8,8,514,3034,7
14155,20230309,155,Approved,8,8,514,3034,7
14235,20230310,155,Approved,8,8,514,3034,7
14330,20230313,156,Approved,8,8,514,3034,7
14430,20230314,156,Approved,8,8,514,3034,7
14528,20230315,156,Approved,8,8,514,3034,7
14788,20230317,155,Approved,8,8,514,3034,7
14966,20230320,156,Approved,8,8,514,3034,7
15058,20230321,154,Approved,8,8,514,3034,7
15142,20230322,154,Approved,8,8,514,3034,7
15223,20230323,154,Approved,8,8,514,3034,7
15272,20230324,77,Approved,8,8,514,3034,7
15376,20230327,156,Approved,8,8,514,3034,7
15462,20230328,156,Approved,8,8,514,3034,7
15542,20230329,154,Approved,8,8,514,3034,7
15620,20230330,154,Approved,8,8,514,3034,7
15733,20230331,154,Approved,8,8,514,3034,7
15852,20230403,76,Approved,8,8,514,3034,7
15932,20230404,76,Approved,8,8,514,3034,7
16010,20230405,76,Approved,8,8,514,3034,7
16080,20230406,76,Approved,8,8,514,3034,7
16133,20230407,76,Approved,8,8,514,3034,7
16232,20230411,156,Approved,8,8,514,3034,7
16308,20230412,160,Approved,8,8,514,3034,7
16374,20230413,160,Approved,8,8,514,3034,7
16483,20230414,160,Approved,8,8,514,3034,7
16565,20230417,155,Approved,8,8,514,3034,7
16642,20230418,155,Approved,8,8,514,3034,7
16715,20230419,155,Approved,8,8,514,3034,7
16788,20230420,160,Approved,8,8,514,3034,7
16844,20230421,160,Approved,8,8,514,3034,7
16915,20230424,156,Approved,8,8,514,3034,7
16992,20230425,165,Approved,8,8,514,3034,7
17062,20230426,165,Approved,8,8,514,3034,7
17098,20230427,76,Approved,8,8,514,3034,7
17192,20230428,76,Approved,8,8,514,3034,7
17300,20230502,156,Approved,8,8,514,3034,7
17370,20230503,156,Approved,8,8,514,3034,7
17436,20230504,156,Approved,8,8,514,3034,7
17478,20230505,156,Approved,8,8,514,3034,7
17543,20230508,160,Approved,8,8,514,3034,7
17623,20230509,165,Approved,8,8,514,3034,7
17689,20230510,165,Approved,8,8,514,3034,7
17752,20230511,165,Approved,8,8,514,3034,7
17854,20230512,165,Approved,8,8,514,3034,7
17895,20230515,76,Approved,8,8,514,3034,7
17962,20230516,76,Approved,8,8,514,3034,7
18025,20230517,76,Approved,8,8,514,3034,7
18117,20230522,155,Approved,8,8,514,3034,7
18184,20230523,155,Approved,8,8,514,3034,7
18248,20230524,154,Approved,8,8,514,3034,7
18311,20230525,154,Approved,8,8,514,3034,7
18487,20230526,154,Approved,8,8,514,3034,7
18580,20230530,156,Approved,8,8,514,3034,7
18644,20230531,156,Approved,8,8,514,3034,7
18705,20230601,160,Approved,8,8,514,3034,7
18743,20230602,156,Approved,8,8,514,3034,7
18799,20230605,155,Approved,8,8,514,3034,7
18866,20230606,155,Approved,8,8,514,3034,7
18925,20230607,155,Approved,8,8,514,3034,7
18989,20230608,165,Approved,8,8,514,3034,7
19123,20230609,155,Approved,8,8,514,3034,7
19166,20230612,77,Approved,8,8,514,3034,7
19226,20230613,77,Approved,8,8,514,3034,7
19289,20230614,77,Approved,8,8,514,3034,7
19347,20230615,77,Approved,8,8,514,3034,7
19392,20230616,77,Approved,8,8,514,3034,7
19464,20230619,160,Approved,8,8,514,3034,7
19527,20230620,155,Approved,8,8,514,3034,7
19593,20230621,160,Approved,8,8,514,3034,7
19652,20230622,160,Approved,8,8,514,3034,7
19753,20230623,160,Approved,8,8,514,3034,7
19812,20230626,156,Approved,8,8,514,3034,7
19871,20230627,165,Approved,8,8,514,3034,7
19926,20230628,165,Approved,8,8,514,3034,7
19983,20230629,165,Approved,8,8,514,3034,7
20018,20230630,165,Approved,8,8,514,3034,7
20063,20230703,155,Approved,8,8,514,3034,7
20112,20230704,155,Approved,8,8,514,3034,7
20154,20230705,154,Approved,8,8,514,3034,7
20200,20230706,154,Approved,8,8,514,3034,7
20292,20230707,154,Approved,8,8,514,3034,7
20355,20230710,154,Approved,8,8,514,3034,7
20406,20230711,154,Approved,8,8,514,3034,7
20453,20230712,154,Approved,8,8,514,3034,7
20502,20230713,154,Approved,8,8,514,3034,7
20532,20230714,154,Approved,8,8,514,3034,7
20563,20230717,76,Approved,8,8,514,3034,7
20610,20230718,76,Approved,8,8,514,3034,7
20674,20230719,156,Approved,8,8,514,3034,7
20714,20230720,156,Approved,8,8,514,3034,7
8690,20230102,77,Approved,8,8,514,3032,7
8771,20230103,77,Approved,8,8,514,3032,7
9025,20230106,77,Approved,8,8,514,3032,7
9110,20230109,76,Approved,8,8,514,3032,7
9226,20230110,77,Approved,8,8,514,3032,7
9342,20230111,77,Approved,8,8,514,3032,7
9455,20230112,77,Approved,8,8,514,3032,7
9555,20230113,77,Approved,8,8,514,3032,7
9659,20230116,76,Approved,8,8,514,3032,7
9777,20230117,76,Approved,8,8,514,3032,7
9892,20230118,76,Approved,8,8,514,3032,7
9995,20230119,76,Approved,8,8,514,3032,7
10090,20230120,76,Approved,8,8,514,3032,7
10188,20230123,77,Approved,8,8,514,3032,7
10301,20230124,77,Approved,8,8,514,3032,7
10425,20230125,77,Approved,8,8,514,3032,7
10534,20230126,77,Approved,8,8,514,3032,7
10635,20230127,77,Approved,8,8,514,3032,7
10778,20230130,160,Approved,8,8,514,3032,7
10900,20230131,156,Approved,8,8,514,3032,7
11027,20230201,160,Approved,8,8,514,3032,7
11142,20230202,160,Approved,8,8,514,3032,7
11307,20230203,160,Approved,8,8,514,3032,7
11431,20230206,156,Approved,8,8,514,3032,7
11549,20230207,156,Approved,8,8,514,3032,7
11675,20230208,160,Approved,8,8,514,3032,7
11790,20230209,160,Approved,8,8,514,3032,7
11889,20230210,156,Approved,8,8,514,3032,7
12007,20230213,160,Approved,8,8,514,3032,7
12127,20230214,156,Approved,8,8,514,3032,7
12250,20230215,160,Approved,8,8,514,3032,7
12370,20230216,160,Approved,8,8,514,3032,7
12578,20230217,160,Approved,8,8,514,3032,7
12703,20230220,156,Approved,8,8,514,3032,7
12825,20230221,160,Approved,8,8,514,3032,7
12927,20230222,160,Approved,8,8,514,3032,7
13028,20230223,160,Approved,8,8,514,3032,7
13126,20230224,160,Approved,8,8,514,3032,7
13236,20230227,156,Approved,8,8,514,3032,7
13358,20230228,154,Approved,8,8,514,3032,7
13475,20230301,160,Approved,8,8,514,3032,7
13596,20230302,160,Approved,8,8,514,3032,7
13729,20230303,154,Approved,8,8,514,3032,7
13950,20230307,154,Approved,8,8,514,3032,7
14056,20230308,154,Approved,8,8,514,3032,7
14154,20230309,154,Approved,8,8,514,3032,7
14234,20230310,154,Approved,8,8,514,3032,7
14332,20230313,160,Approved,8,8,514,3032,7
14429,20230314,155,Approved,8,8,514,3032,7
14530,20230315,160,Approved,8,8,514,3032,7
14622,20230316,160,Approved,8,8,514,3032,7
14794,20230317,160,Approved,8,8,514,3032,7
14929,20230320,76,Approved,8,8,514,3032,7
15025,20230321,76,Approved,8,8,514,3032,7
15114,20230322,76,Approved,8,8,514,3032,7
15191,20230323,76,Approved,8,8,514,3032,7
15271,20230324,76,Approved,8,8,514,3032,7
15375,20230327,155,Approved,8,8,514,3032,7
15461,20230328,154,Approved,8,8,514,3032,7
15543,20230329,155,Approved,8,8,514,3032,7
15624,20230330,160,Approved,8,8,514,3032,7
15735,20230331,155,Approved,8,8,514,3032,7
15883,20230403,156,Approved,8,8,514,3032,7
15959,20230404,156,Approved,8,8,514,3032,7
16035,20230405,156,Approved,8,8,514,3032,7
16106,20230406,156,Approved,8,8,514,3032,7
16151,20230407,156,Approved,8,8,514,3032,7
16231,20230411,155,Approved,8,8,514,3032,7
16305,20230412,156,Approved,8,8,514,3032,7
16377,20230413,165,Approved,8,8,514,3032,7
16488,20230414,165,Approved,8,8,514,3032,7
16566,20230417,156,Approved,8,8,514,3032,7
16643,20230418,156,Approved,8,8,514,3032,7
16714,20230419,154,Approved,8,8,514,3032,7
16784,20230420,154,Approved,8,8,514,3032,7
16840,20230421,154,Approved,8,8,514,3032,7
16917,20230424,160,Approved,8,8,514,3032,7
16988,20230425,156,Approved,8,8,514,3032,7
17059,20230426,160,Approved,8,8,514,3032,7
17123,20230427,160,Approved,8,8,514,3032,7
17276,20230502,77,Approved,8,8,514,3032,7
17348,20230503,77,Approved,8,8,514,3032,7
17416,20230504,77,Approved,8,8,514,3032,7
17463,20230505,77,Approved,8,8,514,3032,7
17541,20230508,155,Approved,8,8,514,3032,7
17618,20230509,155,Approved,8,8,514,3032,7
17684,20230510,154,Approved,8,8,514,3032,7
17747,20230511,154,Approved,8,8,514,3032,7
17844,20230512,154,Approved,8,8,514,3032,7
17917,20230515,155,Approved,8,8,514,3032,7
17986,20230516,155,Approved,8,8,514,3032,7
18046,20230517,155,Approved,8,8,514,3032,7
18121,20230522,160,Approved,8,8,514,3032,7
18185,20230523,156,Approved,8,8,514,3032,7
18252,20230524,160,Approved,8,8,514,3032,7
18317,20230525,160,Approved,8,8,514,3032,7
18499,20230526,160,Approved,8,8,514,3032,7
18579,20230530,155,Approved,8,8,514,3032,7
18647,20230531,165,Approved,8,8,514,3032,7
18706,20230601,165,Approved,8,8,514,3032,7
18745,20230602,165,Approved,8,8,514,3032,7
18777,20230605,76,Approved,8,8,514,3032,7
18841,20230606,76,Approved,8,8,514,3032,7
18902,20230607,76,Approved,8,8,514,3032,7
18965,20230608,76,Approved,8,8,514,3032,7
19070,20230609,76,Approved,8,8,514,3032,7
19189,20230612,156,Approved,8,8,514,3032,7
19249,20230613,156,Approved,8,8,514,3032,7
19307,20230614,156,Approved,8,8,514,3032,7
19369,20230615,156,Approved,8,8,514,3032,7
19406,20230616,156,Approved,8,8,514,3032,7
19462,20230619,156,Approved,8,8,514,3032,7
19528,20230620,156,Approved,8,8,514,3032,7
19590,20230621,154,Approved,8,8,514,3032,7
19648,20230622,154,Approved,8,8,514,3032,7
19747,20230623,154,Approved,8,8,514,3032,7
19789,20230626,76,Approved,8,8,514,3032,7
19848,20230627,76,Approved,8,8,514,3032,7
19905,20230628,76,Approved,8,8,514,3032,7
19958,20230629,76,Approved,8,8,514,3032,7
19998,20230630,76,Approved,8,8,514,3032,7
20064,20230703,156,Approved,8,8,514,3032,7
20113,20230704,156,Approved,8,8,514,3032,7
20156,20230705,156,Approved,8,8,514,3032,7
20202,20230706,156,Approved,8,8,514,3032,7
20295,20230707,156,Approved,8,8,514,3032,7
20356,20230710,156,Approved,8,8,514,3032,7
20407,20230711,156,Approved,8,8,514,3032,7
20454,20230712,156,Approved,8,8,514,3032,7
20533,20230714,156,Approved,8,8,514,3032,7
20576,20230717,160,Approved,8,8,514,3032,7
20625,20230718,156,Approved,8,8,514,3032,7
20675,20230719,160,Approved,8,8,514,3032,7
20715,20230720,160,Approved,8,8,514,3032,7
8723,20230102,155,Approved,8,8,514,3033,7
8804,20230103,155,Approved,8,8,514,3033,7
8890,20230104,154,Approved,8,8,514,3033,7
8891,20230104,155,Approved,8,8,514,3033,7
8981,20230105,154,Approved,8,8,514,3033,7
8983,20230105,155,Approved,8,8,514,3033,7
9062,20230106,155,Approved,8,8,514,3033,7
9162,20230109,160,Approved,8,8,514,3033,7
9275,20230110,154,Approved,8,8,514,3033,7
9392,20230111,160,Approved,8,8,514,3033,7
9496,20230112,154,Approved,8,8,514,3033,7
9501,20230112,160,Approved,8,8,514,3033,7
9599,20230113,160,Approved,8,8,514,3033,7
9706,20230116,154,Approved,8,8,514,3033,7
9824,20230117,154,Approved,8,8,514,3033,7
9935,20230118,154,Approved,8,8,514,3033,7
10040,20230119,154,Approved,8,8,514,3033,7
10124,20230120,154,Approved,8,8,514,3033,7
10235,20230123,156,Approved,8,8,514,3033,7
10349,20230124,154,Approved,8,8,514,3033,7
10470,20230125,156,Approved,8,8,514,3033,7
10584,20230126,160,Approved,8,8,514,3033,7
10677,20230127,160,Approved,8,8,514,3033,7
10775,20230130,155,Approved,8,8,514,3033,7
10906,20230131,165,Approved,8,8,514,3033,7
11032,20230201,165,Approved,8,8,514,3033,7
11147,20230202,165,Approved,8,8,514,3033,7
11299,20230203,154,Approved,8,8,514,3033,7
12125,20230214,154,Approved,8,8,514,3033,7
12820,20230221,154,Approved,8,8,514,3033,7
13122,20230224,154,Approved,8,8,514,3033,7
13234,20230227,154,Approved,8,8,514,3033,7
14159,20230309,160,Approved,8,8,514,3033,7
14240,20230310,160,Approved,8,8,514,3033,7
15378,20230327,160,Approved,8,8,514,3033,7
18118,20230522,156,Approved,8,8,514,3033,7
18249,20230524,156,Approved,8,8,514,3033,7
18314,20230525,156,Approved,8,8,514,3033,7
18492,20230526,156,Approved,8,8,514,3033,7
20629,20230718,165,Approved,8,8,514,3033,7
20678,20230719,165,Approved,8,8,514,3033,7
20718,20230720,165,Approved,8,8,514,3033,7
8691,20230102,80,Approved,8,8,514,3033,7
8772,20230103,80,Approved,8,8,514,3033,7
8860,20230104,80,Approved,8,8,514,3033,7
8946,20230105,80,Approved,8,8,514,3033,7
9026,20230106,80,Approved,8,8,514,3033,7
9112,20230109,80,Approved,8,8,514,3033,7
9227,20230110,80,Approved,8,8,514,3033,7
9343,20230111,80,Approved,8,8,514,3033,7
9556,20230113,80,Approved,8,8,514,3033,7
9661,20230116,80,Approved,8,8,514,3033,7
9779,20230117,80,Approved,8,8,514,3033,7
9894,20230118,80,Approved,8,8,514,3033,7
9998,20230119,80,Approved,8,8,514,3033,7
10091,20230120,80,Approved,8,8,514,3033,7
10426,20230125,80,Approved,8,8,514,3033,7
10636,20230127,80,Approved,8,8,514,3033,7
11380,20230206,80,Approved,8,8,514,3033,7
11504,20230207,80,Approved,8,8,514,3033,7
11628,20230208,80,Approved,8,8,514,3033,7
11740,20230209,80,Approved,8,8,514,3033,7
11851,20230210,80,Approved,8,8,514,3033,7
11954,20230213,80,Approved,8,8,514,3033,7
12202,20230215,80,Approved,8,8,514,3033,7
12502,20230217,80,Approved,8,8,514,3033,7
12656,20230220,80,Approved,8,8,514,3033,7
12886,20230222,80,Approved,8,8,514,3033,7
12984,20230223,80,Approved,8,8,514,3033,7
13310,20230228,80,Approved,8,8,514,3033,7
13431,20230301,80,Approved,8,8,514,3033,7
13682,20230303,80,Approved,8,8,514,3033,7
